article;list_price;buying_price
828208208R;147.38;120.41
828208303R;167.35;136.72
828208397R;127.23;103.95
828208444R;182.18;148.84
828208967R;182.18;148.84
828209330R;139.10;113.64
828209375R;78.43;64.08
828209653R;87.63;71.59
828209769R;74.94;61.23
828209804R;84.81;69.29
828210020R;139.10;113.64
828210041R;153.04;125.03
828210155R;52.88;43.20
828210159R;150.99;123.36
828210160R;97.98;80.05
828210161R;118.82;97.08
828210300R;179.28;146.47
828210422R;258.84;211.47
828211413R;163.23;133.36
828211786R;148.67;121.46
828212184R;182.18;148.84
828212211R;147.38;120.41
828212880R;42.93;35.07
828212940R;148.67;121.46
828212963R;179.28;146.47
828213178R;54.12;44.22
828213570R;182.18;148.84
828213777R;69.84;57.06
828213810R;182.18;148.84
828213826R;179.28;146.47
828213882R;163.23;133.36
828214940R;163.23;133.36
828215185R;147.38;120.41
828215207R;179.28;146.47
828216198R;74.66;61.00
828216242R;158.87;129.80
828216669R;182.18;148.84
828216903R;153.04;125.03
828217021R;87.84;71.77
828217099R;69.87;57.08
828217247R;182.18;148.84
828217350R;62.23;50.84
828218098R;167.35;136.72
828218251R;163.23;133.36
828218403R;143.03;116.86
828218510R;69.84;57.06
828218989R;163.23;133.36
828219072R;73.03;59.67
828720006R;55.03;44.96
828721417R;162.13;132.46
828730001R;73.13;59.75
828730009R;27.18;22.21
828734697R;162.13;132.46
828760001R;86.47;70.65
828760002R;169.08;138.14
828760502R;169.08;138.14
828760776R;131.17;107.17
828760798R;30.77;25.14
828760808R;125.47;102.51
828760894R;107.50;87.83
828761082R;176.37;144.09
828761828R;202.59;165.52
828762614R;137.00;111.93
828762880R;131.17;107.17
828764017R;131.17;107.17
828764500R;158.87;129.80
828764644R;176.37;144.09
828764839R;158.87;129.80
828764852R;179.28;146.47
828764986R;182.18;148.84
828765109R;158.87;129.80
828765246R;169.08;138.14
828765610R;137.00;111.93
828765775R;169.08;138.14
828765910R;121.31;99.11
828765963R;158.87;129.80
828766864R;144.30;117.89
828767411R;176.37;144.09
828767567R;131.17;107.17
828768108R;144.30;117.89
828768609R;179.28;146.47
828768754R;151.58;123.84
828769138R;158.87;129.80
828769175R;128.47;104.96
828769667R;158.87;129.80
828769774R;158.87;129.80
828769784R;151.58;123.84
828770001R;86.47;70.65
828770002R;169.08;138.14
828770526R;158.87;129.80
828770664R;147.49;120.50
828770700R;158.87;129.80
828771799R;151.58;123.84
828771847R;169.08;138.14
828772096R;137.00;111.93
828772568R;202.59;165.52
828772890R;179.28;146.47
828773074R;158.87;129.80
828773406R;169.08;138.14
828773449R;118.72;96.99
828773692R;131.17;107.17
828774470R;131.17;107.17
828774671R;30.77;25.14
828774815R;151.58;123.84
828774987R;158.87;129.80
828775575R;182.18;148.84
828775691R;131.17;107.17
828775982R;158.87;129.80
828776410R;131.17;107.17
828776629R;176.37;144.09
828776862R;144.30;117.89
828776889R;144.30;117.89
828777002R;125.14;102.24
828777300R;158.87;129.80
828777518R;131.17;107.17
828778146R;179.28;146.47
828778648R;176.37;144.09
828779279R;144.30;117.89
828934JK1A;43.02;35.15
828940001R;31.15;25.45
829A83745R;10.22;8.35
833300006R;46.86;38.28
833300753R;153.14;125.12
833302363R;45.12;36.86
833302706R;51.13;41.77
833302841R;136.30;111.36
833303582R;97.99;80.06
833303593R;41.89;34.22
833306296R;101.42;82.86
833307477R;73.14;59.76
833308904R;119.35;97.51
833313257R;152.64;124.71
833313288R;51.13;41.77
833314582R;101.42;82.86
833314871R;136.30;111.36
833316965R;89.56;73.17
833317175R;119.51;97.64
833317239R;41.89;34.22
833318791R;101.42;82.86
833801713R;317.58;259.46
833802054R;376.64;307.71
833802393R;484.93;396.19
833802820R;187.93;153.54
833805068R;187.93;153.54
833805185R;112.34;91.78
833806149R;187.93;153.54
833807622R;187.93;153.54
833807837R;98.87;80.78
833808445R;187.93;153.54
833810387R;112.34;91.78
833810643R;187.93;153.54
833811573R;317.58;259.46
833812243R;484.93;396.19
833814426R;187.93;153.54
833815017R;68.10;55.64
833815239R;98.87;80.78
833816313R;187.93;153.54
833817344R;187.93;153.54
833817813R;187.93;153.54
833819405R;376.64;307.71
838083460R;254.87;208.23
838107146R;68.10;55.64
838126990R;36.06;29.46
838130497R;47.46;38.77
838131250R;36.19;29.57
838138774R;32.09;26.22
846406619R;94.48;77.19
846407434R;10.72;8.76
846742425R;98.64;66.38
848105542R;127.35;104.04
848216441R;34.75;28.39
849E10258R;12.39;10.12
849F44860R;246.91;201.73
849F45462R;11.24;9.18
849N64952R;48.82;39.89
849N68670R;29.33;23.96
849280868R;52.24;42.68
849283524R;76.44;62.45
849294549R;50.84;41.54
849294641R;52.24;42.68
849637512R;27.00;22.06
850A80588R;489.57;250.42
850A80589R;292.99;149.86
850A81599R;246.68;126.18
850A82862R;433.82;221.90
850A83164R;240.19;122.86
850A83821R;186.77;95.53
850A83884R;230.95;118.13
850A83998R;489.57;250.42
850A84400R;298.61;152.74
850A84556R;436.43;223.23
850A84566R;292.99;149.86
850A85171R;434.04;222.01
850A85647R;489.57;250.42
850A85685R;481.84;246.46
850A87078R;489.57;250.42
850A87751R;230.95;118.13
850A87753R;186.77;95.53
850A87860R;429.54;219.71
850A89040R;489.57;250.42
850A89229R;281.72;144.10
850A89843R;281.72;144.10
850A89847R;244.81;125.22
850B00516R;237.69;121.58
850B01321R;192.31;98.37
850B02131R;376.48;192.57
850B03130R;248.74;127.23
850B04540R;228.82;117.04
850B06057R;191.35;97.88
850B06282R;191.35;97.88
850B06514R;261.28;133.64
850B06781R;376.48;192.57
850B07186R;248.74;127.23
850B07602R;261.28;133.64
850B09907R;249.49;127.61
850B20015R;154.21;78.88
850B20016R;154.21;78.88
850B20017R;215.90;110.43
850B20115R;181.00;92.58
850B20178R;435.48;222.75
850B20215R;359.61;183.94
850B20258R;278.69;142.55
850B20424R;189.75;97.06
850B20466R;173.03;88.50
850B20841R;346.71;177.34
850B20990R;433.08;221.52
850B21319R;397.88;203.52
850B21390R;80.86;41.36
850B21681R;284.41;145.48
850B21842R;200.48;102.55
850B21867R;171.70;87.82
850B21967R;238.10;121.79
850B22256R;200.48;102.55
850B22330R;257.61;131.77
850B22497R;323.88;165.66
850B22595R;353.97;181.06
850B23115R;426.04;217.92
850B23526R;355.03;181.60
850B23666R;267.86;137.01
850B24047R;200.99;102.81
850B24049R;438.16;224.12
850B24059R;422.91;216.32
850B24233R;183.05;93.63
850B24277R;420.58;215.13
850B24424R;505.82;258.73
850B24559R;259.71;132.84
850B24613R;284.41;145.48
850B24765R;164.09;83.93
850B24832R;503.29;257.43
850B25146R;261.28;133.64
850B25800R;306.08;156.56
850B26008R;267.56;136.86
850B26487R;377.48;193.08
850B26748R;215.90;110.43
850B26900R;501.79;256.67
850B27039R;267.86;137.01
850B27471R;246.68;126.18
850B27561R;285.98;146.28
850B27697R;284.41;145.48
850B27833R;422.91;216.32
850B28097R;312.61;159.90
850B28154R;503.29;257.43
850B28225R;273.11;139.70
850B28401R;200.48;102.55
850B28597R;370.64;189.58
850B28776R;462.31;236.47
850B28828R;342.36;175.12
850B28853R;426.04;217.92
850B29124R;377.48;193.08
850B29417R;280.67;143.56
850B29462R;370.64;189.58
850B29539R;306.08;156.56
850B29887R;323.88;165.66
850100011V;376.92;192.79
850100074S;82.34;63.73
850100098V;363.81;186.09
850100116V;365.82;187.12
850100287S;426.04;217.92
850100657V;363.81;186.09
850100658S;133.16;103.07
850100668V;398.89;204.03
850100934V;365.82;187.12
850101016R;119.23;92.28
850101077S;223.57;114.36
850101141R;494.64;253.01
850101339V;140.10;71.66
850101463R;288.28;147.46
850101471V;317.23;162.26
850101569S;384.81;196.83
850101693V;363.81;186.09
850102335S;574.01;293.61
850102383V;157.34;80.48
850102419S;315.27;161.26
850102450R;133.16;103.07
850102458V;363.81;186.09
850102590S;428.54;219.20
850103029R;310.73;158.94
850103110V;371.58;190.06
850103125S;272.70;139.49
850103134V;415.85;212.71
850103420R;248.13;126.92
850103454V;157.34;80.48
850103574V;421.25;215.47
850103777S;272.70;139.49
850103823V;576.75;295.01
850104KJ0A;1397.04;714.59
850104KJ0B;1397.04;714.59
850104086R;498.60;255.03
850104183S;580.35;296.85
850104299R;42.62;32.99
850104332R;240.03;122.78
850104389R;328.80;168.18
850104503V;416.67;213.13
850104624S;478.84;244.93
850104635S;574.01;293.61
850104839S;262.37;134.20
850104892S;477.42;244.20
850105059S;315.27;161.26
850105236R;441.69;225.92
850105606R;317.23;162.26
850105690S;426.04;217.92
850105804S;272.70;139.49
850105963S;315.04;161.14
850106335V;571.13;292.13
850106832R;329.80;168.69
850107004S;424.77;217.27
850107185S;90.93;70.38
850107198S;271.20;138.72
850107309S;477.42;244.20
850107456R;441.69;225.92
850107771R;496.12;253.77
850107939V;365.82;187.12
850108071S;65.63;50.80
850108094V;379.00;193.86
850108117V;426.04;217.92
850108161R;328.52;168.04
850108163R;236.90;121.17
850108214V;149.71;76.58
850108270S;426.04;217.92
850108331S;428.54;219.20
850108334V;365.82;187.12
850108387V;421.25;215.47
850108398S;424.77;217.27
850108510S;272.70;139.49
850108569S;272.70;139.49
850108708S;133.16;103.07
850108951S;478.84;244.93
850109039R;248.13;126.92
850109312R;284.41;145.48
850109659V;363.81;186.09
850109673S;426.04;217.92
850109845R;496.12;253.77
850109943V;213.14;109.02
850109957V;576.75;295.01
850120328R;553.12;282.92
850121509R;428.50;219.18
850122437R;517.48;264.69
850122690R;515.19;263.52
850124187R;515.20;263.52
850124876R;197.16;100.85
850126081R;423.43;216.58
850126718R;321.94;164.67
850127354R;279.01;142.71
850129093R;519.82;265.89
850129613R;490.39;250.83
850160036R;242.21;123.89
850160078R;325.98;166.74
850160080R;261.28;133.64
850161470R;325.98;166.74
850161642R;351.68;179.88
850162705R;377.48;193.08
850162720R;62.11;31.77
850162905R;285.73;146.15
850163928R;253.61;129.72
850164221R;193.12;98.78
850164894R;253.61;129.72
850164969R;200.48;102.55
850165525R;246.17;125.92
850166876R;200.48;102.55
850166950R;213.36;109.13
850167135R;183.05;93.63
850167188R;223.95;114.55
850167362R;285.83;146.20
850167386R;253.61;129.72
850168174R;213.36;109.13
850169055R;193.12;98.78
850169436R;164.79;84.29
850169903R;484.59;247.87
850169973R;228.87;117.07
850170234R;325.98;166.74
850170746R;164.79;84.29
850170839R;260.21;133.10
850171517R;285.98;146.28
850172037R;164.79;84.29
850172068R;183.05;93.63
850172407R;193.12;98.78
850172549R;200.48;102.55
850172603R;213.36;109.13
850173301R;246.17;125.92
850174092R;377.48;193.08
850175126R;286.58;146.59
850175975R;253.61;129.72
850175998R;351.68;179.88
850176695R;228.87;117.07
850176767R;223.95;114.55
850176896R;242.21;123.89
850177193R;62.11;31.77
850178282R;325.98;166.74
850178298R;200.48;102.55
850178672R;484.41;247.78
850179026R;193.12;98.78
850180003R;164.13;83.95
850180046R;261.83;133.93
850180956R;249.49;127.61
850181489R;248.74;127.23
850181864R;277.05;141.71
850182410R;287.79;147.20
850183404R;309.93;158.53
850183460R;280.28;143.36
850183514R;248.34;127.03
850184183R;379.00;193.86
850184760R;278.40;142.40
850184982R;268.67;137.42
850185222R;301.98;154.46
850185400R;191.91;98.16
850185474R;191.34;97.87
850185548R;248.74;127.23
850185727R;248.74;127.23
850188054R;249.49;127.61
850188385R;522.68;267.35
850188863R;263.65;134.86
850188903R;280.41;143.43
850189154R;366.56;187.50
850189169R;268.67;137.42
850189306R;248.74;127.23
850189314R;281.97;144.23
850189474R;246.68;126.18
850189640R;287.79;147.20
850189749R;215.71;110.34
850189845R;287.79;147.20
850220011R;339.12;173.46
850220012R;338.10;172.94
850220026R;338.10;172.94
850220029R;338.10;172.94
850220030R;338.10;172.94
850220033R;298.39;152.63
850220034R;296.75;151.79
850220055R;342.36;175.12
850220056R;354.69;181.42
850220057R;342.36;175.12
850220199R;339.12;173.46
850220450R;289.62;148.14
850220648R;441.40;225.78
850220683R;328.52;168.04
850221200R;222.82;113.97
850221288R;140.81;72.02
850221446R;345.35;176.65
850221456R;140.81;72.02
850221774R;460.45;235.52
850221870R;327.55;167.54
850221874R;289.62;148.14
850221877R;172.33;88.15
850221932R;338.10;172.94
850222044R;421.25;215.47
850222101R;418.93;214.28
850222104R;424.77;217.27
850222109R;299.30;153.09
850222294R;267.56;136.86
850222387R;418.73;214.18
850222464R;338.10;172.94
850222505R;401.23;205.23
850222568R;418.93;214.28
850222627R;200.48;102.55
850222638R;414.75;212.14
850222702R;426.04;217.92
850222710R;140.81;72.02
850222793R;397.88;203.52
850222801R;323.88;165.66
850222838R;299.30;153.09
850222896R;297.51;152.18
850223204R;183.05;93.63
850223313R;206.18;105.46
850223529R;398.89;204.03
850223534R;321.94;164.67
850223706R;299.30;153.09
850223761R;413.28;211.39
850223925R;377.48;193.08
850223975R;315.11;161.18
850224097R;412.69;211.09
850224156R;334.75;171.22
850224317R;463.23;236.94
850224408R;238.16;121.82
850224442R;291.37;149.04
850224471R;300.14;153.52
850224554R;412.41;210.95
850224645R;395.77;202.44
850224674R;339.12;173.46
850224804R;327.80;167.67
850224825R;289.62;148.14
850224945R;398.89;204.03
850224949R;297.51;152.18
850225236R;140.81;72.02
850225320R;245.37;125.51
850225757R;339.12;173.46
850225783R;443.82;227.01
850225800R;342.36;175.12
850225848R;300.14;153.52
850225921R;362.90;185.62
850225925R;398.89;204.03
850225940R;424.77;217.27
850225977R;421.25;215.47
850226023R;397.88;203.52
850226143R;338.10;172.94
850226197R;338.10;172.94
850226333R;314.91;161.08
850226334R;488.76;250.00
850226352R;444.42;227.32
850226615R;200.84;102.73
850226654R;245.37;125.51
850226706R;493.72;252.54
850226743R;298.39;152.63
850226879R;424.77;217.27
850226949R;312.61;159.90
850227031R;312.61;159.90
850227082R;312.61;159.90
850227118R;256.29;131.09
850227324R;312.61;159.90
850227419R;354.69;181.42
850227607R;424.77;217.27
850227615R;183.05;93.63
850227667R;291.37;149.04
850228193R;81.50;41.69
850228249R;398.89;204.03
850228289R;399.54;204.36
850228318R;183.05;93.63
850228386R;489.41;250.33
850228685R;412.41;210.95
850228910R;140.81;72.02
850228951R;341.67;174.76
850228974R;470.91;240.87
850228987R;338.10;172.94
850229109R;397.97;203.56
850229123R;541.52;276.99
850229215R;746.22;381.69
850229341R;323.88;165.66
850229439R;338.10;172.94
850229508R;421.25;215.47
850229539R;342.36;175.12
850229783R;317.62;162.46
850229842R;447.11;228.70
850229904R;334.75;171.22
850229932R;229.77;117.53
850232176R;341.67;174.76
850232562R;379.00;193.86
850233049R;706.34;361.29
850233643R;339.62;173.72
850233798R;341.67;174.76
850234586R;270.38;138.30
850238347R;167.30;85.57
850239840R;270.38;138.30
850421761R;135.76;110.92
850422056R;96.18;78.58
850422275R;67.24;54.94
850422787R;135.76;110.92
850425632R;154.28;126.05
850425934R;135.76;110.92
850426279R;57.67;47.12
850426424R;33.55;27.41
850426952R;204.28;166.90
850427478R;66.76;54.54
850428011R;154.28;126.05
850428328R;66.76;54.54
850429184R;67.24;54.94
850429925R;66.76;54.54
850701978R;191.35;97.88
850704695R;174.91;89.47
850720510R;193.12;98.78
850720804R;193.12;98.78
850724495R;505.04;258.33
850725751R;505.29;258.46
850726705R;191.35;97.88
859260412R;29.33;23.96
859270597R;35.86;29.30
859279249R;21.06;17.21
859279900R;12.10;9.89
859333438R;192.20;98.31
8660095011;38.57;17.13
870666694R;104.98;85.77
870668958R;65.24;53.30
873A35466R;32.52;26.57
873K78004R;62.32;50.92
883E99223R;8.17;6.67
883039959R;41.91;34.24
886D64633R;18.29;14.94
886060844R;57.42;46.91
888D26908R;47.46;36.73
888D27044R;65.13;50.41
888D43123R;49.13;38.03
888D43595R;47.46;36.73
900990272R;68.10;52.71
900990328R;58.59;45.35
900990363R;68.37;52.92
900990484R;198.64;153.75
900991266R;71.09;55.02
900991402R;96.61;74.78
900991619R;46.87;36.28
900991707R;92.50;71.60
900992538R;44.24;34.24
900993185R;115.16;89.13
900993299R;97.22;75.25
900993342R;77.56;60.03
900993508R;81.82;63.33
900993940R;50.31;38.94
900994105R;101.24;78.36
900994272R;113.44;87.80
900994357R;71.84;55.60
900994642R;99.17;76.76
900994672R;92.61;71.68
900994673R;96.55;74.73
900994816R;56.04;43.37
900994971R;124.38;96.27
900995299R;48.12;37.24
900995326R;96.66;74.81
900995426R;69.53;53.82
900995526R;32.12;24.86
900996012R;215.12;166.50
900996070R;25.93;20.07
900996723R;102.46;79.30
900997052R;69.53;53.82
900997664R;60.14;46.55
900998016R;63.37;49.05
900998081R;97.23;75.26
900998252R;45.22;35.00
900998632R;64.53;49.95
900998745R;107.81;83.44
900999201R;49.76;38.51
900999447R;132.76;102.76
900999488R;93.22;72.15
900999655R;68.88;53.31
900999747R;70.35;54.45
900999989R;74.40;57.59
901000061R;1067.21;546.41
901000076R;752.75;385.41
901000172R;505.08;258.60
901000820R;746.24;382.07
901000821R;746.24;382.07
901000822R;796.46;407.79
901001385R;752.75;385.41
901001519R;1070.21;547.95
901001568R;788.05;403.48
901001600R;1035.31;530.08
901001665R;912.62;467.26
901001702R;612.83;313.77
901001810R;1630.06;834.59
901001847R;898.53;460.05
901001849R;4295.38;2199.23
901001911R;1202.80;615.83
901001953R;1079.83;552.87
901002052R;1207.61;618.30
901002096R;1015.35;519.86
901002100R;684.36;350.39
901002133R;616.99;315.90
901002357R;653.51;334.60
901002408R;923.74;472.95
901002481R;903.53;462.61
901002517R;640.46;327.92
901002594R;924.28;473.23
901002765R;1233.49;631.55
901002796R;1207.61;618.30
901002847R;862.85;441.78
901002875R;616.99;315.90
901002892R;739.74;378.75
901003000R;898.53;460.05
901003031R;615.29;315.03
901003101R;610.30;312.47
901003137R;476.07;243.75
901003145R;505.08;258.60
901003261R;639.40;327.37
901003371R;1008.08;516.14
901003757R;924.28;473.23
901003784R;802.88;411.07
901003840R;744.33;381.10
901003854R;752.75;385.41
901003875R;1014.15;519.24
901003877R;590.72;302.45
901004124R;745.20;381.54
901004229R;791.03;405.01
901004471R;612.22;313.46
901004561R;1076.82;551.33
901004653R;648.83;332.20
901004681R;464.18;237.66
901004690R;567.22;290.42
901004742R;837.84;428.97
901004812R;890.37;455.87
901004827R;1113.87;570.30
901004892R;684.36;350.39
901004936R;1214.81;621.98
901005006R;616.46;315.63
901005059R;1015.35;519.86
901005575R;745.20;381.54
901005595R;718.59;367.92
901005799R;707.32;362.15
901005933R;1233.49;631.55
901005958R;1546.02;791.56
901006055R;694.48;355.57
901006205R;824.98;422.39
901006269R;442.94;226.79
901006293R;618.38;316.61
901006469R;716.30;366.75
901006566R;729.21;373.36
901006862R;992.23;508.02
901006921R;707.62;362.30
901006995R;1035.31;530.08
901007181R;1440.99;737.79
901007200R;1146.24;586.87
901007226R;908.71;465.26
901007270R;318.81;163.23
901007291R;873.30;447.13
901007309R;1214.01;621.57
901007512R;1214.81;621.98
901007536R;473.01;242.18
901007547R;848.82;434.60
901007604R;684.36;350.39
901007607R;494.58;253.22
901007662R;791.18;405.08
901007704R;618.38;316.61
901007841R;98.51;50.44
901007869R;923.74;472.95
901007968R;873.70;447.33
901008142R;1752.84;897.45
901008146R;612.22;313.46
901008255R;1233.49;631.55
901008288R;1233.49;631.55
901008322R;416.86;213.43
901008561R;886.33;453.80
901008731R;1221.19;625.25
901008773R;674.02;345.10
901008951R;1214.01;621.57
901008956R;584.83;299.43
901008961R;578.99;296.44
901008997R;1079.83;552.87
901009000R;640.46;327.92
901009076R;464.18;237.66
901009228R;1039.22;532.08
901009315R;813.88;416.71
901009340R;1233.49;631.55
901009472R;616.99;315.90
901009502R;600.82;307.62
901009531R;898.53;460.05
901009631R;578.99;296.44
901009697R;707.69;362.34
901009750R;318.81;163.23
901009787R;510.17;261.21
901010485R;608.97;311.79
901010761R;1221.19;625.25
901011305R;1202.80;615.83
901011358R;928.92;475.61
901012266R;1233.49;631.55
901014070R;745.20;381.54
901014606R;1233.49;631.55
901014954R;1207.61;618.30
901015144R;919.66;470.87
901015149R;1233.49;631.55
901015364R;919.66;470.87
901015531R;1214.01;621.57
901016192R;173.33;88.74
901017093R;1440.99;737.79
901017882R;1202.80;615.83
901018293R;928.92;475.61
901018559R;618.38;316.61
901018618R;745.20;381.54
901018927R;1214.01;621.57
901019329R;1417.82;725.92
901019505R;1233.49;631.55
901019516R;1207.61;618.30
901019932R;1214.81;621.98
901250923R;604.92;309.72
901506382R;785.16;402.00
902808173R;5.39;4.40
903000005R;848.12;432.54
903000006R;369.79;188.59
903000014R;263.90;134.59
903000015R;304.63;155.36
903000043R;229.97;117.28
903000049R;263.90;134.59
903000135R;904.85;461.47
903000140R;256.50;130.82
903000201R;298.29;152.13
903000292R;267.72;136.54
903000300R;407.69;207.92
903000457R;348.05;177.51
903000503R;1215.04;619.67
903000563R;221.86;113.15
903000583R;240.96;122.89
903000584R;358.87;183.02
903000808R;334.08;170.38
903001041R;371.22;189.32
903001054R;265.59;135.45
903001228R;280.82;143.22
903001248R;308.02;157.09
903001587R;841.93;429.38
903001786R;333.22;169.94
903001828R;367.83;187.59
903001861R;308.02;157.09
903001913R;240.96;122.89
903002261R;324.25;165.37
903002365R;334.08;170.38
903002369R;295.93;150.92
903002574R;295.93;150.92
903002634R;294.75;150.32
903002653R;358.97;183.07
903002707R;345.28;176.09
903002732R;240.96;122.89
903002855R;422.68;215.57
903002905R;267.72;136.54
903002940R;297.31;151.63
903003203R;841.93;429.38
903003218R;426.05;217.29
903003320R;244.49;124.69
903003475R;259.48;132.33
903003594R;334.08;170.38
903003611R;348.05;177.51
903003759R;230.69;117.65
903003776R;294.56;150.23
903003782R;358.98;183.08
903003826R;281.39;143.51
903003846R;362.33;184.79
903003882R;409.41;208.80
903004089R;281.39;143.51
903004260R;267.72;136.54
903004261R;361.83;184.53
903004415R;240.96;122.89
903004463R;416.66;212.50
903004646R;221.86;113.15
903004821R;426.05;217.29
903004973R;221.86;113.15
903005035R;244.49;124.69
903005174R;368.25;187.81
903005552R;585.97;298.84
903005701R;280.82;143.22
903005796R;434.20;221.44
903005929R;1965.67;1002.49
903005937R;240.96;122.89
903006110R;314.26;160.27
903006122R;361.83;184.53
903006139R;334.08;170.38
903006208R;292.92;149.39
903006327R;159.40;81.29
903006496R;174.87;89.18
903006579R;294.75;150.32
903006612R;240.96;122.89
903006669R;409.41;208.80
903006874R;281.39;143.51
903006903R;361.83;184.53
903007061R;361.83;184.53
903007094R;358.97;183.07
903007189R;229.97;117.28
903007362R;402.86;205.46
903007411R;324.25;165.37
903007431R;361.83;184.53
903007465R;393.16;200.51
903007528R;361.83;184.53
903007782R;228.85;116.71
903008130R;415.67;211.99
903008212R;407.69;207.92
903008247R;257.25;131.20
903008445R;354.30;180.69
903008491R;240.96;122.89
903008750R;258.54;131.86
903008870R;367.83;187.59
903008898R;190.18;96.99
903008919R;294.75;150.32
903009121R;358.87;183.02
903009138R;333.22;169.94
903009141R;320.97;163.69
903009227R;345.28;176.09
903009276R;229.97;117.28
903009366R;367.83;187.59
903009604R;366.85;187.09
903009667R;176.27;89.90
903009780R;407.69;207.92
903009808R;338.77;172.77
903009902R;653.58;333.33
903010220R;334.08;170.38
903010320R;265.11;135.21
903011383R;430.77;219.69
903011587R;176.27;89.90
903012161R;320.97;163.69
903012289R;225.17;114.84
903012344R;334.08;170.38
903015966R;228.85;116.71
903017021R;434.20;221.44
903017099R;174.87;89.18
903018070R;358.87;183.02
903019784R;358.87;183.02
903100854R;26.67;21.79
903125550R;285.16;145.43
903128616R;358.87;183.02
903134722R;358.87;183.02
903135229R;186.14;94.93
903140001R;307.45;156.80
90362JY00A;15.43;12.61
90363JY00A;15.98;13.06
90372JY00A;13.37;10.92
903900425R;9.81;8.01
903907409R;36.72;30.00
903908223R;38.20;31.21
903909258R;9.81;8.01
904581652R;39.36;32.16
904582857R;61.76;50.46
904583583R;48.82;39.89
904584370R;86.64;70.78
904585945R;18.29;14.94
904586117R;82.42;67.34
904589237R;106.12;86.70
904589332R;33.99;27.77
904591632R;18.29;14.94
904591704R;18.29;14.94
904593680R;39.38;32.17
904594039R;18.29;14.94
904594235R;33.99;27.77
904595046R;86.64;70.78
904595375R;18.29;14.94
904595784R;46.69;38.15
904596722R;39.36;32.16
904599474R;48.82;39.89
904599865R;67.68;55.29
905020198R;106.00;71.34
905022045R;122.08;82.16
905022529R;110.67;74.48
905023868R;106.00;71.34
905024333R;131.97;88.82
905025129R;106.00;71.34
905026966R;125.90;84.73
905029942R;95.93;64.56
905037458R;305.20;205.40
905329315R;48.82;39.89
905522533R;41.65;34.03
905525180R;10.94;7.36
905526738R;14.99;12.25
905527555R;4.34;3.55
905529208R;5.89;3.96
905529376R;10.80;7.27
905548054R;112.08;91.57
905916009R;39.91;30.89
906001211R;125.90;84.73
906005553R;169.76;114.25
906061626R;69.42;56.72
906062102R;46.10;37.66
906064130R;64.63;52.80
906064354R;64.73;52.88
906064629R;77.31;63.16
906066117R;207.57;169.58
906066136R;75.77;61.90
906067034R;136.82;111.78
906068665R;207.57;169.58
906068795R;35.10;28.68
906069264R;18.02;14.72
906069275R;41.65;34.03
906069914R;28.24;23.07
906113632R;64.07;52.35
908B24124R;44.53;36.38
908203736R;8.60;4.39
909006227R;96.67;49.50
90940JY00A;62.37;50.96
909400517R;38.60;31.54
909402666R;59.65;48.73
909402811R;67.05;54.78
909404446R;22.87;18.68
909405351R;40.01;32.69
909406796R;41.14;33.61
909409254R;41.65;34.03
909409935R;41.65;34.03
909904739R;44.30;36.19
916603707R;48.79;39.86
92119JY00A;0.96;0.78
922055BV1A;252.61;146.51
922055MP1A;269.21;156.14
922055MZ0A;269.21;156.14
922057TA0A;252.61;146.51
922300601R;87.32;48.03
922304507R;87.32;48.03
922306682R;128.82;74.72
922362519R;40.93;33.44
922363151R;10.46;8.55
922564133R;18.29;14.94
922565MP3B;73.00;59.64
922567730R;18.29;14.94
924421694R;88.23;51.17
924871682R;269.21;156.14
924875MP0A;191.90;111.30
924875MP1A;191.90;111.30
924875MP3A;36.68;21.27
924875MZ0A;191.90;111.30
924875516R;191.90;111.30
924876913R;269.21;156.14
924877TA0A;235.69;136.70
924879206R;269.21;156.14
924885MZ1A;94.02;54.53
924890055R;165.84;96.19
924893668R;340.03;197.22
925510604R;5.86;4.79
926564529R;521.55;302.50
929334185R;48.82;39.89
929342349R;18.29;14.94
933K04JA0A;59.00;48.20
933S14JN0A;183.42;149.85
934920441R;16.22;13.25
938A86856R;59.40;48.53
938A95644R;150.04;122.58
960D01459R;317.58;259.46
960D02025R;317.58;259.46
960D02051R;254.88;208.24
960D03440R;254.88;208.24
960D06926R;147.51;120.52
960100160R;55.10;45.02
960100314R;207.36;169.41
960100396R;70.37;46.73
960101654R;94.82;62.96
960102153R;144.80;118.30
960104142R;102.57;68.11
960104218R;13.43;8.92
960104760R;85.62;69.95
960105020R;117.58;96.06
960105716R;18.22;12.10
960106109R;63.52;42.18
960106741R;117.58;96.06
960106911R;65.49;43.49
960107098R;66.15;43.92
960107598R;168.23;111.70
960107877R;13.63;9.05
960108511R;44.17;29.33
960109193R;103.29;84.39
960109306R;92.48;61.41
960109474R;10.02;6.65
960109493R;144.96;118.43
960109845R;85.62;69.95
960150001R;139.43;92.58
960150002R;137.26;91.14
960150004R;136.14;90.40
960150010R;103.37;68.64
960150023R;67.55;44.85
960150242R;96.52;64.09
960150302R;173.32;115.08
960150354R;128.42;85.27
960150376R;102.15;67.83
960150616R;42.42;23.33
960151065R;93.85;62.32
960151208R;95.32;63.29
960151448R;63.52;42.18
960151752R;83.24;45.78
960153268R;177.29;117.72
960153543R;30.25;20.09
960153569R;46.20;25.41
960153691R;146.09;97.00
960153792R;120.14;79.77
960154344R;83.24;45.78
960154649R;99.94;66.36
960154785R;124.17;82.45
