article;list_price;buying_price;buying_price_self;discount;discount_self;description;weight;DLNR
822D35482R;32.95;26.92;23.86;18.3;27.6;ABDECKUNG    DO56;50;7455
822D44EA0A;40.87;33.39;29.59;18.3;27.6;ABDECKUNG    5A55;5;7455
822D54EA0A;40.87;33.39;29.59;18.3;27.6;BLENDE       5A55;5;7455
822340109R;42.70;34.89;30.91;18.3;27.6;BLENDE       TM55;370;7455
822340716R;25.75;21.04;18.64;18.3;27.6;FOLIE        DA55;40;7455
822341272R;27.70;22.63;20.05;18.3;27.6;FOLIE        DU55;30;7455
822341344R;38.63;31.56;27.97;18.3;27.6;FOLIE        5A55;40;7455
822342169R;41.77;34.13;30.24;18.3;27.6;ZIERLEISTE   QN55;40;7455
822342603R;38.00;31.05;27.51;18.3;27.6;BLENDE       7U55;290;7455
822342794R;28.26;23.09;20.46;18.3;27.6;FOLIE        IA55;75;7455
822342795R;38.63;31.56;27.97;18.3;27.6;BLENDE       5K55;250;7455
822343033R;76.19;62.25;55.16;18.3;27.6;BLENDE       7C55;270;7455
822343109R;25.75;21.04;18.64;18.3;27.6;FOLIE        DH55;50;7455
822344853R;34.22;27.96;24.78;18.3;27.6;ZIERLEISTE   CN55;140;7455
822344939R;38.00;31.05;27.51;18.3;27.6;BLENDE       7U55;190;7455
822346039R;42.70;34.89;30.91;18.3;27.6;VERKLEIDUNG  TM55;388;7455
822346090R;29.83;24.37;21.60;18.3;27.6;FOLIE        DQ55;30;7455
822346318R;32.03;26.17;23.19;18.3;27.6;ABDECKUNG    JK55;340;7455
822346946R;28.26;23.09;20.46;18.3;27.6;FOLIE        DU55;50;7455
822347058R;32.65;26.68;23.64;18.3;27.6;LEISTE       CJ55;180;7455
822347225R;25.75;21.04;18.64;18.3;27.6;ZIERLEISTE   DH55;40;7455
822348088R;34.22;27.96;24.78;18.3;27.6;ZIERLEISTE   CN55;150;7455
822348168R;28.26;23.09;20.46;18.3;27.6;FOLIE        DU55;40;7455
822348190R;28.26;23.09;20.46;18.3;27.6;FOLIE        DU55;60;7455
822348201R;43.64;35.65;31.60;18.3;27.6;ZIERLEISTE   RN55;160;7455
822348784R;29.83;24.37;21.60;18.3;27.6;FOLIE        DQ55;110;7455
822349125R;29.54;24.13;21.39;18.3;27.6;FOLIE        XY55;30;7455
822349890R;38.63;31.56;27.97;18.3;27.6;BLENDE       5K55;230;7455
822349983R;32.65;26.68;23.64;18.3;27.6;LEISTE       3A55;225;7455
822350426R;34.22;27.96;24.78;18.3;27.6;LEISTE       CN55;130;7455
822350806R;38.00;31.05;27.51;18.3;27.6;LEISTE       7U55;190;7455
822350847R;34.22;27.96;24.78;18.3;27.6;LEISTE       CN55;150;7455
822351407R;41.77;34.13;30.24;18.3;27.6;FOLIE        QN55;35;7455
822351529R;42.70;34.89;30.91;18.3;27.6;ABDECKUNG    TM55;360;7455
822351661R;32.65;26.68;23.64;18.3;27.6;ABDECKUNG    CJ55;180;7455
822351721R;28.26;23.09;20.46;18.3;27.6;FOLIE        DU55;40;7455
822351927R;27.70;22.63;20.05;18.3;27.6;FOLIE        DU55;40;7455
822352701R;29.83;24.37;21.60;18.3;27.6;FOLIE        DQ55;110;7455
822353432R;38.63;31.56;27.97;18.3;27.6;BLENDE       5K55;230;7455
822353470R;29.83;24.37;21.60;18.3;27.6;FOLIE        DQ55;0;7455
822353636R;38.00;31.05;27.51;18.3;27.6;ZIERLEISTE   7U55;290;7455
822354302R;43.64;35.65;31.60;18.3;27.6;LEISTE       RN55;150;7455
822354702R;38.63;31.56;27.97;18.3;27.6;BLENDE       5K55;250;7455
822355065R;38.63;31.56;27.97;18.3;27.6;ABDECKUNG    5A55;40;7455
822355159R;42.70;34.89;30.91;18.3;27.6;VERKLEIDUNG  TM55;395;7455
822356140R;25.75;21.04;18.64;18.3;27.6;FOLIE        DH55;40;7455
822356420R;39.25;32.07;28.42;18.3;27.6;SCHUTZLEISTE 7C55;270;7455
822357439R;25.75;21.04;18.64;18.3;27.6;FOLIE        DA55;50;7455
822357763R;32.65;26.68;23.64;18.3;27.6;ABDECKUNG    3A55;0;7455
822357945R;25.75;21.04;18.64;18.3;27.6;FOLIE        DH55;50;7455
822358151R;32.03;26.17;23.19;18.3;27.6;BLENDE       JK55;320;7455
822358507R;28.26;23.09;20.46;18.3;27.6;FOLIE        DU55;40;7455
822740823R;137.61;112.43;99.63;18.3;27.6;FENSTERRAHMENUA72;450;7455
822740873R;43.02;35.15;31.15;18.3;27.6;ABDECKUNG    FU72;40;7455
822741064R;38.52;31.47;27.89;18.3;27.6;VERKLEIDUNG  3A72;50;7455
822741126R;94.03;76.82;68.08;18.3;27.6;FENSTERRAHMENTM55;1700;7455
822741225R;31.49;25.73;22.80;18.3;27.6;ABDECKUNG    3A72;50;7455
822742119R;4.40;3.59;3.19;18.3;27.6;ABDECKUNG    4A72;20;7455
822742861R;1.18;0.96;0.85;18.3;27.6;HALTER       QN55;25;7455
822744269R;140.59;114.86;101.79;18.3;27.6;VERKLEIDUNG  UP72;320;7455
822745792R;182.18;148.84;131.90;18.3;27.6;LEISTE       XY55;1630;7455
822746028R;9.59;7.84;6.94;18.3;27.6;ABDECKUNG    2A72;95;7455
822746355R;35.15;28.72;25.45;18.3;27.6;ABDECKUNG    7E72;37;7455
822746657R;74.60;60.95;54.01;18.3;27.6;ZIERLEISTE   5A55;150;7455
822749769R;6.61;5.40;4.79;18.3;27.6;ABDECKUNG    GA72;50;7455
822749976R;14.73;12.03;10.66;18.3;27.6;BLENDE       CN72;10;7455
822753050R;35.15;28.72;25.45;18.3;27.6;ABDECKUNG    7A72;37;7455
822753588R;140.61;114.88;101.80;18.3;27.6;VERKLEIDUNG  UP72;315;7455
822753720R;74.60;60.95;54.01;18.3;27.6;LEISTE       RN55;130;7455
822754533R;7.94;6.49;5.75;18.3;27.6;VERKLEIDUNG  GA72;100;7455
822756153R;4.40;3.59;3.19;18.3;27.6;ABDECKUNG    4A19;15;7455
822757051R;82.15;67.12;59.48;18.3;27.6;LEISTE       TM55;1700;7455
822757878R;31.49;25.73;22.80;18.3;27.6;ABDECKUNG    4A72;60;7455
822758945R;38.52;31.47;27.89;18.3;27.6;ABDECKUNG    3A72;104;7455
822758979R;43.02;35.15;31.15;18.3;27.6;ABDECKUNG    FA72;40;7455
822759172R;14.73;12.03;10.66;18.3;27.6;BLENDE       CN72;10;7455
822759308R;182.18;148.84;131.90;18.3;27.6;LEISTE       7C55;1660;7455
822759736R;4.62;3.77;3.34;18.3;27.6;VERKLEIDUNG  QN55;10;7455
822820011R;39.88;32.58;28.87;18.3;27.6;ABDECKUNG    NU55;434;7455
822820013R;34.22;27.96;24.78;18.3;27.6;LEISTE       FA55;225;7455
822820111R;34.22;27.96;24.78;18.3;27.6;LEISTE       CN55;180;7455
822820357R;39.25;32.07;28.42;18.3;27.6;LEISTE       XY55;330;7455
822820574R;24.49;20.01;17.73;18.3;27.6;ABDECKUNG    EE56;230;7455
822820859R;25.75;21.04;18.64;18.3;27.6;FOLIE        DH55;40;7455
822821210R;38.63;31.56;27.97;18.3;27.6;BLENDE       5K55;240;7455
822821333R;32.97;26.94;23.87;18.3;27.6;BLENDE       DO49;250;7455
822821577R;38.63;31.56;27.97;18.3;27.6;ABDECKUNG    5A55;10;7455
822821630R;30.81;25.17;22.31;18.3;27.6;ABDECKUNG    7A55;235;7455
822821709R;24.49;20.01;17.73;18.3;27.6;ABDECKUNG    EE56;200;7455
822821728R;25.75;21.04;18.64;18.3;27.6;ABDECKUNG    DH55;40;7455
822821745R;29.83;24.37;21.60;18.3;27.6;ZIERLEISTE   DQ55;40;7455
822822017R;37.05;30.27;26.82;18.3;27.6;ZIERLEISTE   GB60;200;7455
822822168R;33.18;27.11;24.02;18.3;27.6;BLENDE       7U55;320;7455
822822189R;100.75;82.31;72.94;18.3;27.6;TUERVERKLEID.DE55;90;7455
822822253R;25.75;21.04;18.64;18.3;27.6;FOLIE        DN55;40;7455
822822346R;28.26;23.09;20.46;18.3;27.6;FOLIE        DU55;40;7455
822822565R;34.22;27.96;24.78;18.3;27.6;ABDECKUNG    CN55;190;7455
822822645R;35.15;28.72;25.45;18.3;27.6;TUERLEISTE HL7E55;389;7455
822822661R;32.65;26.68;23.64;18.3;27.6;FOLIE        CJ55;30;7455
822822826R;41.77;34.13;30.24;18.3;27.6;FOLIE        QN55;45;7455
822823451R;28.26;23.09;20.46;18.3;27.6;ZIERLEISTE   IH55;75;7455
822823452R;25.75;21.04;18.64;18.3;27.6;FOLIE        DH55;30;7455
822823464R;42.70;34.89;30.91;18.3;27.6;BLENDE       TM55;380;7455
822823779R;28.26;23.09;20.46;18.3;27.6;FOLIE        DU55;40;7455
822823950R;32.65;26.68;23.64;18.3;27.6;LEISTE       CJ55;125;7455
822824190R;43.64;35.65;31.60;18.3;27.6;ZIERLEISTE   RN55;230;7455
822824271R;29.51;24.11;21.37;18.3;27.6;AUFKLEBER    3A55;10;7455
822824280R;38.00;31.05;27.51;18.3;27.6;BLENDE       7U55;390;7455
822825151R;24.49;20.01;17.73;18.3;27.6;FOLIE      DC55;55;7455
822825198R;31.08;25.39;22.50;18.3;27.6;LEISTE       GA55;170;7455
822825511R;38.63;31.56;27.97;18.3;27.6;BLENDE       5K55;240;7455
822825717R;27.85;22.75;20.16;18.3;27.6;FOLIE        2A55;45;7455
822825901R;32.95;26.92;23.86;18.3;27.6;BLENDE       DO49;240;7455
822826244R;35.15;28.72;25.45;18.3;27.6;TUERLEISTE HL7E55;340;7455
822826643R;32.03;26.17;23.19;18.3;27.6;VERKLEIDUNG  JK55;290;7455
822826699R;27.85;22.75;20.16;18.3;27.6;FOLIE        2A55;45;7455
822826761R;29.83;24.37;21.60;18.3;27.6;FOLIE        DQ55;20;7455
822826998R;35.79;29.24;25.91;18.3;27.6;LEISTE LI    7A55;230;7455
822827059R;25.75;21.04;18.64;18.3;27.6;FOLIE        DH55;30;7455
822827153R;31.08;25.39;22.50;18.3;27.6;LEISTE       GA55;220;7455
822827376R;28.26;23.09;20.46;18.3;27.6;FOLIE        HI55;75;7455
822827700R;28.26;23.09;20.46;18.3;27.6;FOLIE        DU55;90;7455
822828129R;25.75;21.04;18.64;18.3;27.6;FOLIE        4A55;15;7455
822828260R;29.51;24.11;21.37;18.3;27.6;AUFKLEBER    3E55;40;7455
822828357R;39.25;32.07;28.42;18.3;27.6;LEISTE       XY55;310;7455
822828840R;35.15;28.72;25.45;18.3;27.6;BLENDE       7E55;320;7455
822829199R;32.33;26.41;23.41;18.3;27.6;FOLIE        DN55;50;7455
822829261R;25.23;20.61;18.27;18.3;27.6;AUFKLEBER    DH55;80;7455
822829912R;34.22;27.96;24.78;18.3;27.6;LEISTE       CN55;180;7455
822829927R;29.83;24.37;21.60;18.3;27.6;FOLIE        DQ55;160;7455
822830011R;39.88;32.58;28.87;18.3;27.6;BLENDE       UA55;434;7455
822830014R;34.22;27.96;24.78;18.3;27.6;ZIERLEISTE   FA55;235;7455
822830053R;29.51;24.11;21.37;18.3;27.6;AUFKLEBER    3E55;50;7455
822830147R;43.64;35.65;31.60;18.3;27.6;ZIERLEISTE   RN55;230;7455
822830193R;39.25;32.07;28.42;18.3;27.6;SCHUTZLEISTE 7C55;330;7455
822830266R;25.75;21.04;18.64;18.3;27.6;FOLIE        DA35;30;7455
822830504R;25.75;21.04;18.64;18.3;27.6;FOLIE        DH55;30;7455
822830748R;31.08;25.39;22.50;18.3;27.6;LEISTE       GA55;0;7455
822830813R;29.83;24.37;21.60;18.3;27.6;LEISTE       DQ55;50;7455
822831115R;32.03;26.17;23.19;18.3;27.6;BLENDE       JK55;290;7455
822831211R;27.85;22.75;20.16;18.3;27.6;FOLIE        2A55;35;7455
822831252R;38.63;31.56;27.97;18.3;27.6;BLENDE       5K55;240;7455
822831615R;34.22;27.96;24.78;18.3;27.6;LEISTE       FS55;220;7455
822831642R;38.00;31.05;27.51;18.3;27.6;LEISTE       7A55;320;7455
822832146R;38.63;31.56;27.97;18.3;27.6;AUFKLEBER    5A55;40;7455
822832338R;34.22;27.96;24.78;18.3;27.6;BLENDE       CN55;190;7455
822832374R;27.85;22.75;20.16;18.3;27.6;LEISTE       2A55;45;7455
822832769R;32.33;26.41;23.41;18.3;27.6;FOLIE        DN55;40;7455
822832773R;32.97;26.94;23.87;18.3;27.6;LEISTE       D049;230;7455
822833314R;37.05;30.27;26.82;18.3;27.6;ABDECKUNG    GB60;200;7455
822833379R;25.23;20.61;18.27;18.3;27.6;AUFKLEBER    DH55;60;7455
822833390R;35.15;28.72;25.45;18.3;27.6;TUERLEISTE HL;310;7455
822833548R;32.97;26.94;23.87;18.3;27.6;LEISTE       DO55;260;7455
822834905R;35.79;29.24;25.91;18.3;27.6;LEISTE       7A55;250;7455
822835023R;25.75;21.04;18.64;18.3;27.6;FOLIE        DH55;60;7455
822835111R;100.75;82.31;72.94;18.3;27.6;LEISTE       DE55;90;7455
822835180R;32.65;26.68;23.64;18.3;27.6;FOLIE       !CJ55;30;7455
822835271R;28.26;23.09;20.46;18.3;27.6;KLEBEFOLIE   IA55;70;7455
822835296R;35.15;28.72;25.45;18.3;27.6;LEISTE TUERLH7E55;389;7455
822835315R;39.25;32.07;28.42;18.3;27.6;ABDECKUNG    7A55;310;7455
822835583R;38.63;31.56;27.97;18.3;27.6;BLENDE       5K55;230;7455
822835605R;41.77;34.13;30.24;18.3;27.6;FOLIE        QN55;20;7455
822835668R;31.08;25.39;22.50;18.3;27.6;LEISTE       GA55;180;7455
822836094R;24.49;20.01;17.73;18.3;27.6;ABDECKUNG    EE56;240;7455
822836147R;28.26;23.09;20.46;18.3;27.6;FOLIE  !     DU55;35;7455
822837063R;28.26;23.09;20.46;18.3;27.6;FOLIE        DU55;30;7455
822837372R;30.08;24.58;21.78;18.3;27.6;LEISTE       GA55;190;7455
822837467R;24.49;20.01;17.73;18.3;27.6;TUERFOLIE HR DA55;40;7455
822837555R;29.54;24.13;21.39;18.3;27.6;FOLIE        XY55;45;7455
822837894R;42.70;34.89;30.91;18.3;27.6;ABDECKUNG    TM55;380;7455
822838317R;34.62;28.28;25.06;18.3;27.6;LEISTE       7A55;230;7455
822838587R;33.18;27.11;24.02;18.3;27.6;BLENDE       7U55;320;7455
822838599R;24.49;20.01;17.73;18.3;27.6;ABDECKUNG    EE56;200;7455
822838804R;27.70;22.63;20.05;18.3;27.6;FOLIE        DU55;30;7455
822838938R;25.75;21.04;18.64;18.3;27.6;FOLIE        4A55;40;7455
822839162R;29.83;24.37;21.60;18.3;27.6;FOLIE        DQ55;110;7455
822839208R;32.65;26.68;23.64;18.3;27.6;FOLIE        CJ55;60;7455
822839393R;34.22;27.96;24.78;18.3;27.6;LEISTE       CN55;200;7455
822839719R;34.22;27.96;24.78;18.3;27.6;ABDECKUNG    CN55;180;7455
822862159R;34.22;27.96;24.78;18.3;27.6;LEISTE       CN55;220;7455
822863277R;132.79;108.49;96.14;18.3;27.6;ABDECKUNG    FU55;485;7455
822863568R;32.03;26.17;23.19;18.3;27.6;BLENDE       JK55;370;7455
822865038R;26.68;21.80;19.32;18.3;27.6;LEISTE       DE55;140;7455
822866017R;28.26;23.09;20.46;18.3;27.6;LEISTE       DI55;270;7455
822866461R;38.63;31.56;27.97;18.3;27.6;BLENDE       5K55;110;7455
822866549R;25.75;21.04;18.64;18.3;27.6;FOLIE        DP55;10;7455
822866719R;38.63;31.56;27.97;18.3;27.6;BLENDE       RN55;270;7455
822867662R;38.63;31.56;27.97;18.3;27.6;ABDECKUNG    5K55;0;7455
822868759R;35.15;28.72;25.45;18.3;27.6;MLDG-RH RH DOOR;359;7455
822869331R;135.32;110.56;97.97;18.3;27.6;ABDECKUNG    FU55;485;7455
822870106R;35.15;28.72;25.45;18.3;27.6;LEISTE TUER  7E55;359;7455
822870950R;134.08;109.54;97.07;18.3;27.6;REP.SATZ     FU55;350;7455
822871596R;26.68;21.80;19.32;18.3;27.6;BLENDE       DE55;70;7455
822871797R;135.32;110.56;97.97;18.3;27.6;BLENDE       FU55;485;7455
822872654R;32.03;26.17;23.19;18.3;27.6;VERKLEIDUNG  JV55;370;7455
822873025R;25.75;21.04;18.64;18.3;27.6;AUFKLEBER    DI55;35;7455
822873459R;28.26;23.09;20.46;18.3;27.6;BLENDE       DI55;280;7455
822873999R;38.63;31.56;27.97;18.3;27.6;BLENDE       5K55;250;7455
822876217R;38.63;31.56;27.97;18.3;27.6;ABDEKCUNG    5K55;0;7455
822876941R;34.22;27.96;24.78;18.3;27.6;VERKLEIDUNG  CN55;150;7455
822878710R;38.63;31.56;27.97;18.3;27.6;BLENDE       5K55;110;7455
823305376R;112.34;91.78;78.75;18.3;29.9;DICHTUNG     7C66;400;7455
823940048R;3.96;3.24;2.86;18.3;27.9;DISTANZSTÜCK YT54;10;7455
824024994R;73.00;59.64;52.63;18.3;27.9;HALTER       EE56;350;7455
824036842R;65.48;53.50;47.21;18.3;27.9;FUEHRUNG     DK50;330;7455
825024384R;95.93;64.56;57.75;32.7;39.8;SCHL.ZYL.R.  DK53;10;7455
826732320R;40.13;32.79;27.29;18.3;32;GRIFF        HA50;90;7455
828C61131R;77.44;63.27;56.07;18.3;27.6;ZIERLEISTE   7A55;150;7455
828C61417R;40.05;32.72;29.00;18.3;27.6;LEISTE       2A55;110;7455
828C66605R;97.32;79.51;70.46;18.3;27.6;LEISTE       7A55;300;7455
828C66720R;40.14;32.79;29.06;18.3;27.6;LEISTE       1A55;80;7455
828C67035R;77.44;63.27;56.07;18.3;27.6;LEISTE       CN55;160;7455
828C67998R;144.30;117.89;104.47;18.3;27.6;ZIERLEISTE   GA55;210;7455
828C70624R;77.44;63.27;56.07;18.3;27.6;LEISTE       CN55;150;7455
828C71301R;40.05;32.72;29.00;18.3;27.6;ZIERLEISTE   2A55;80;7455
828C71303R;40.06;32.73;29.00;18.3;27.6;LEISTE       2A55;110;7455
828C71482R;77.44;63.27;56.07;18.3;27.6;LEISTE       CN55;200;7455
828C71976R;77.44;63.27;56.07;18.3;27.6;ZIERLEISTE   CN55;180;7455
828C73395R;40.06;32.73;29.00;18.3;27.6;LEISTE       2A55;110;7455
828C74889R;144.30;117.89;104.47;18.3;27.6;LEISTE       7A55;210;7455
828C75023R;77.44;63.27;56.07;18.3;27.6;LEISTE       CN55;150;7455
828C77041R;77.44;63.27;56.07;18.3;27.6;LEISTE       7A55;180;7455
828C77372R;97.32;79.51;70.46;18.3;27.6;LEISTE       GA55;230;7455
828C79719R;77.44;63.27;56.07;18.3;27.6;LEISTE       CN55;150;7455
828D00707R;73.18;59.79;52.98;18.3;27.6;ZIERLEISTE   4A55;20;7455
828D00834R;73.18;59.79;52.98;18.3;27.6;ZIERLEISTE   4A55;60;7455
828D01287R;65.49;53.51;47.41;18.3;27.6;LEISTE       4A55;90;7455
828D01474R;110.55;90.32;80.04;18.3;27.6;ZIERLEISTE   CN55;90;7455
828D01919R;73.18;59.79;52.98;18.3;27.6;ZIERLEISTE   4A55;50;7455
828D02601R;122.83;100.35;88.93;18.3;27.6;LEISTE       7A55;200;7455
828D03042R;80.01;65.37;57.93;18.3;27.6;LEISTE       GA55;220;7455
828D04184R;92.93;75.92;67.28;18.3;27.6;ZIERLEISTE   5A55;130;7455
828D04399R;73.18;59.79;52.98;18.3;27.6;ZIERLEISTE  !4A55;10;7455
828D04918R;46.32;37.84;33.54;18.3;27.6;LEISTE       GA55;300;7455
828D05403R;69.22;56.55;50.12;18.3;27.6;ZIERLEISTE   4A55;50;7455
828D06087R;46.32;37.84;33.54;18.3;27.6;LEISTE       GA55;240;7455
828D06696R;67.46;55.11;48.84;18.3;27.6;LEISTE       3A55;80;7455
828D07566R;65.49;53.51;47.41;18.3;27.6;ZIERBLENDE   4A55;90;7455
828D08274R;67.46;55.11;48.84;18.3;27.6;ZIERLEISTE   4A55;80;7455
828D08591R;65.49;53.51;47.41;18.3;27.6;LEISTE       4A55;90;7455
828D09304R;110.55;90.32;80.04;18.3;27.6;ZIERLEISTE   CN55;150;7455
828D10274R;65.49;53.51;47.41;18.3;27.6;LEISTE       4A55;90;7455
828D10360R;122.83;100.35;88.93;18.3;27.6;LEISTE       7A55;250;7455
828D10653R;69.22;56.55;50.12;18.3;27.6;LEISTE      !4A55;150;7455
828D11522R;73.18;59.79;52.98;18.3;27.6;ZIERLEISTE   4A55;10;7455
828D11669R;110.55;90.32;80.04;18.3;27.6;ZIERLEISTE   CN55;200;7455
828D12155R;65.49;53.51;47.41;18.3;27.6;LEISTE       4A55;100;7455
828D12252R;73.18;59.79;52.98;18.3;27.6;ZIERLEISTE   4A55;120;7455
828D13529R;80.01;65.37;57.93;18.3;27.6;ZIERLEISTE   GA55;220;7455
828D13761R;46.32;37.84;33.54;18.3;27.6;LEISTE       GA55;370;7455
828D14808R;110.55;90.32;80.04;18.3;27.6;ZIERLEISTE   CN55;140;7455
828D14945R;73.18;59.79;52.98;18.3;27.6;LEISTE       4A55;5;7455
828D16679R;67.46;55.11;48.84;18.3;27.6;ZIERLEISTE   4A55;80;7455
828D16779R;92.93;75.92;67.28;18.3;27.6;ZIERLEISTE   5A55;130;7455
828D17130R;73.18;59.79;52.98;18.3;27.6;ZIERLEISTE   4A55;60;7455
828D17660R;65.49;53.51;47.41;18.3;27.6;LEISTE       2A55;120;7455
828D18249R;46.32;37.84;33.54;18.3;27.6;LEISTE       7A55;300;7455
828D19277R;73.18;59.79;52.98;18.3;27.6;ZIERLEISTE   4A55;20;7455
828D19485R;67.46;55.11;48.84;18.3;27.6;LEISTE       4A55;80;7455
82812JY00A;15.26;12.47;11.05;18.3;27.6;FOLIE        QQ55;10;7455
828124JC0A;84.06;68.68;58.93;18.3;29.9;AUKLEBER     5Q55;100;7455
828134JC0A;136.22;111.29;95.49;18.3;29.9;FOLIE        QQ55;100;7455
82816JY00A;11.65;9.52;8.43;18.3;27.6;TUERFOLIE    QQ55;20;7455
82818JY00A;12.34;10.08;8.93;18.3;27.6;FOLIE        QQ55;25;7455
82819JY00A;12.34;10.08;8.93;18.3;27.6;LEISTE       QQ55;20;7455
828200044R;74.66;61.00;54.05;18.3;27.6;ZIERLEISTE   DH55;256;7455
828200143R;52.88;43.20;38.29;18.3;27.6;ZIERLEISTE   UA55;140;7455
828200147R;169.49;138.47;122.71;18.3;27.6;ZIERLEISTE   YQ55;875;7455
828200148R;190.56;155.69;137.97;18.3;27.6;ZIERLEISTE   YT55;1060;7455
828200149R;118.82;97.08;86.03;18.3;27.6;RAMMSCHUTZ   YT55;995;7455
828200352R;163.23;133.36;118.18;18.3;27.6;SCHUTZLEISTE 7E55;891;7455
828200490R;69.84;57.06;50.56;18.3;27.6;ZIERLEISTE   2A55;85;7455
828201148R;88.73;72.49;64.24;18.3;27.6;RAMMSCHUTZ   4A55;280;7455
828201475R;153.04;125.03;110.80;18.3;27.6;LEISTE       DO56;320;7455
828201664R;42.93;35.07;31.08;18.3;27.6;LEISTE      !3A55;380;7455
828201839R;69.84;57.06;50.56;18.3;27.6;LEISTE       2A55;105;7455
828201850R;182.18;148.84;131.90;18.3;27.6;LEISTE       7C55;1650;7455
828202033R;88.73;72.49;64.24;18.3;27.6;RAMMSCHUTZ   4A55;200;7455
828202124R;139.72;114.15;101.16;18.3;27.6;LEISTE       JK55;700;7455
828202178R;160.01;130.73;115.85;18.3;27.6;LEISTE       7E55;630;7455
828202191R;148.67;121.46;107.64;18.3;27.6;LEISTE       JK55;450;7455
828202354R;62.23;50.84;45.05;18.3;27.6;ZIERLEISTE  !CJ55;120;7455
828203224R;182.18;148.84;131.90;18.3;27.6;LEISTE       7C55;2050;7455
828203439R;127.76;104.38;92.50;18.3;27.6;LEISTE       QN55;1050;7455
828203610R;182.18;148.84;131.90;18.3;27.6;SCHUTZLEISTE 7C55;2050;7455
828204113R;163.23;133.36;118.18;18.3;27.6;LEISTE       7E55;579;7455
828204153R;158.87;129.80;115.02;18.3;27.6;RAMMSCHUTZ   4A55;800;7455
828204735R;86.20;70.43;62.41;18.3;27.6;LEISTE R     XY55;300;7455
828204792R;87.63;71.59;63.44;18.3;27.6;RAMMSCHUTZ   4A55;350;7455
828205036R;179.28;146.47;129.80;18.3;27.6;SCHUTZLEISTE 5K55;1000;7455
828205147R;153.04;125.03;110.80;18.3;27.6;SCHUTZLEISTE DO49;360;7455
828205909R;179.28;146.47;129.80;18.3;27.6;SCHUTZLEISTE 5K55;1000;7455
828206526R;163.23;133.36;118.18;18.3;27.6;LEISTE       7E55;1071;7455
828206688R;179.28;146.47;129.80;18.3;27.6;SCHUTZLEISTE 5K55;1160;7455
828206725R;179.28;146.47;129.80;18.3;27.6;SCHUTZLEISTE 5K55;950;7455
828206828R;73.03;59.67;52.87;18.3;27.6;LEISTE       JA55;305;7455
828206981R;182.18;148.84;131.90;18.3;27.6;LEISTE       7C55;1600;7455
828207238R;163.23;133.36;118.18;18.3;27.6;PROTR-RR RH DOOR;1071;7455
828207549R;182.18;148.84;131.90;18.3;27.6;LEISTE       7C55;1440;7455
828207885R;143.03;116.86;103.55;18.3;27.6;TUERLEISTE   QN55;1180;7455
828208123R;171.56;140.16;124.21;18.3;27.6;ABDECKUNG    7A55;0;7455
828208191R;147.45;120.47;106.75;18.3;27.6;LEISTE       YM55;900;7455
828208208R;147.38;120.41;106.70;18.3;27.6;ZIERLEISTE   YM55;870;7455
828208303R;167.35;136.72;121.16;18.3;27.6;VERKLEIDUNG  QQ55;1370;7455
828208397R;127.23;103.95;92.11;18.3;27.6;LEISTE       CJ55;130;7455
828208444R;182.18;148.84;131.90;18.3;27.6;LEISTE       XY55;1630;7455
828208967R;182.18;148.84;131.90;18.3;27.6;LEISTE       XY55;1620;7455
828209330R;139.10;113.64;100.71;18.3;27.6;LEISTE       QQ55;960;7455
828209375R;78.43;64.08;56.78;18.3;27.6;ZIERLEISTE   2A55;120;7455
828209653R;87.63;71.59;63.44;18.3;27.6;RAMMSCHUTZ   4A55;290;7455
828209769R;74.94;61.23;54.26;18.3;27.6;LEISTE       CJ55;160;7455
828209804R;84.81;69.29;61.40;18.3;27.6;CHROMLEISTE  QQ55;60;7455
828210020R;139.10;113.64;100.71;18.3;27.6;LEISTE       QQ55;1250;7455
828210041R;153.04;125.03;110.80;18.3;27.6;LEISTE       DO55;300;7455
828210155R;52.88;43.20;38.29;18.3;27.6;ZIERLEISTE   UA55;145;7455
828210159R;150.99;123.36;109.32;18.3;27.6;LEISTE       YT55;875;7455
828210160R;97.98;80.05;70.94;18.3;27.6;LEISTE       YT55;1050;7455
828210161R;118.82;97.08;86.03;18.3;27.6;ZIERLEISTE   YT55;595;7455
828210300R;179.28;146.47;129.80;18.3;27.6;LEISTE       5K55;970;7455
828210422R;258.84;211.47;187.40;18.3;27.6;LEISTE       XZ55;200;7455
828211413R;163.23;133.36;118.18;18.3;27.6;LEISTE       7E55;1071;7455
828211786R;148.67;121.46;107.64;18.3;27.6;LEISTE       JK55;430;7455
828212184R;182.18;148.84;131.90;18.3;27.6;LEISTE       7C55;1650;7455
828212211R;147.38;120.41;106.70;18.3;27.6;ZIERLEISTE   YM55;810;7455
828212880R;42.93;35.07;31.08;18.3;27.6;LEISTE       4A55;410;7455
828212940R;148.67;121.46;107.64;18.3;27.6;LEISTE       JK55;710;7455
828212963R;179.28;146.47;129.80;18.3;27.6;SCHUTZLEISTE 5K55;1000;7455
828213178R;54.12;44.22;39.18;18.3;27.6;CHROMLEISTE  QQ55;70;7455
828213570R;182.18;148.84;131.90;18.3;27.6;LEISTE       7A56;1440;7455
828213777R;69.84;57.06;50.56;18.3;27.6;LEISTE       2A55;85;7455
828213810R;182.18;148.84;131.90;18.3;27.6;LEISTE       7A56;1630;7455
