article;list_price;buying_price;buying_price_self;discount;discount_self;description;weight;DLNR
440A07591R;432.60;173.04;156.60;60;63.8;ANKERPLATTEN DI34;7530;7455
440A07600R;267.80;96.41;85.16;64;68.2;BREMSSCHEIBENDO48;8542;7455
440A08042R;377.47;150.99;136.64;60;63.8;BREMSEN-KIT  4A34;2790;7455
440A08049R;45.99;28.79;26.17;37.4;43.1;BLECH        QQ32;50;7455
440A08798R;19.32;12.09;10.99;37.4;43.1;FEDERNSATZ   DO54;20;7455
440A09225R;376.31;135.47;119.67;64;68.2;BR.SCH.SATZ  JN33;8910;7455
440A09374R;230.75;92.30;83.53;60;63.8;BREMSEN-KIT  DQ34;2820;7455
440A09411R;155.96;62.38;56.46;60;63.8;BREMSSATZ    7A34;2640;7455
440A09572R;245.37;88.33;78.03;64;68.2;BR.SCH.SATZ  3A33;6350;7455
440A09608R;12.43;7.78;7.07;37.4;43.1;HALTER       YM32;50;7455
440A09860R;220.78;88.31;79.92;60;63.8;BREMSENKIT   GA34;2660;7455
4401032040;74.33;50.02;44.75;32.7;39.8;TUERZYL. RAPID L.;0;7455
4401032042;74.33;50.02;44.75;32.7;39.8;TUERZYL. RAPID R.;0;7455
4401032046;83.65;56.30;50.36;32.7;39.8;HECKSCHLOSS RAPID;0;7455
4401032236;49.48;33.30;29.79;32.7;39.8;SCHL.ZYL.LI.;0;7455
4401032238;49.48;33.30;29.79;32.7;39.8;SCHL.ZYL.RE.;0;7455
4401033482;80.83;54.40;48.66;32.7;39.8;TUERZYL.R19 R.;0;7455
4401033484;80.83;54.40;48.66;32.7;39.8;TUERZYL.R19 L.;0;7455
4401033486;73.78;49.65;44.42;32.7;39.8;TANKDECKEL R19;0;7455
4401033490;83.65;56.30;50.36;32.7;39.8;HECKSCHLOSS R19;0;7455
4401033870;59.76;40.22;35.98;32.7;39.8;TANKDECKEL RAPID;0;7455
4401034008;14.92;10.04;8.98;32.7;39.8;SCHLÜSSEL MIT NR;0;7455
4401034752;66.77;44.94;40.20;32.7;39.8;TUERZYL. CLIO L.;0;7455
4401034753;66.77;44.94;40.20;32.7;39.8;TUERZYL. CLIO R.;0;7455
4401034754;55.52;37.36;33.42;32.7;39.8;TANKDECKEL CLIO;0;7455
4401035025;60.36;40.62;36.34;32.7;39.8;SCHL.ZYL.LI.ESPAC;0;7455
4401035026;60.36;40.62;36.34;32.7;39.8;SCHL.ZYL.RE.ESPAC;0;7455
4401035027;64.71;43.55;38.96;32.7;39.8;HECKSCHL.ESPACE;0;7455
4401035509;59.76;40.22;35.98;32.7;39.8;TANKDECKEL RAPID;0;7455
4401035515;97.69;65.75;58.81;32.7;39.8;HECKSCHLOSS RAPID;0;7455
4401035555;14.92;10.04;8.98;32.7;39.8;SCHLÜSSEL MIT NR;0;7455
4401035632;14.92;10.04;8.98;32.7;39.8;SCHLÜSSEL MIT NR;0;7455
4401035870;13.36;8.99;8.04;32.7;39.8;SCHLÜSSEL MIT NR;0;7455
4401036005;92.08;61.97;55.43;32.7;39.8;HECKSCHLOSS R19;0;7455
4401036306;14.92;10.04;8.98;32.7;39.8;SCHLÜSSEL TWINGO;0;7455
4401037023;52.44;35.29;31.57;32.7;39.8;TÜRZYLI.CLIO L.;0;7455
4401037024;52.44;35.29;31.57;32.7;39.8;TÜRZYLI.CLIO R.;0;7455
4401038320;63.97;43.05;38.51;32.7;39.8;SCHL.ZYLI;0;7455
4401038321;63.97;43.05;38.51;32.7;39.8;SCHL.ZYLI.;0;7455
4401039956;14.92;10.04;8.98;32.7;39.8;SCHLÜSSEL MIT NR;0;7455
4401039957;14.92;10.04;8.98;32.7;39.8;SCHLÜSSEL MIT NR;0;7455
4401042290;14.92;10.04;8.98;32.7;39.8;SCHLUESSEL MIT NR;0;7455
4401043826;10.51;7.07;6.33;32.7;39.8;SCHLÜSSEL MIT NR;0;7455
4401044169;10.77;7.25;6.48;32.7;39.8;ZÜNDSCHL.M.NR;0;7455
4401046656;10.77;7.25;6.48;32.7;39.8;SCHLÜSSEL MIT NR;0;7455
4401349745;14.92;10.04;8.98;32.7;39.8;SCHLÜSSEL MIT NR;0;7455
4401366582;92.08;61.97;55.43;32.7;39.8;HECKSCHLOSS CLIO;0;7455
4401367378;56.09;37.75;33.77;32.7;39.8;TÜRZYL.TWINGO L.;0;7455
4401367379;56.09;37.75;33.77;32.7;39.8;TÜRZYL.TWINGO R.;0;7455
4401367380;84.22;56.68;50.70;32.7;39.8;ZYLIND.HECK TWING;0;7455
4401367381;42.96;28.91;25.86;32.7;39.8;TANKDECKEL TWINGO;0;7455
4401367461;84.22;56.68;50.70;32.7;39.8;ZYLIND.HECK CLIO;0;7455
4401367601;134.25;90.35;80.82;32.7;39.8;HECKSCHLOSS;0;7455
4401367711;63.97;43.05;38.51;32.7;39.8;TANKDECKEL M.NR.;0;7455
4401367878;52.44;35.29;31.57;32.7;39.8;TÜRZYL.TWINGO L.;0;7455
4401367880;52.44;35.29;31.57;32.7;39.8;TÜRZYL.TWINGO R.;0;7455
4401367882;83.65;56.30;50.36;32.7;39.8;ZYLIND.HECK TWING;0;7455
4401367884;38.61;25.98;23.24;32.7;39.8;TANKDECKEL TWINGO;0;7455
4401468977;83.65;56.30;50.36;32.7;39.8;SCHL.ZYLI.;0;7455
4401468978;83.65;56.30;50.36;32.7;39.8;SCHL.ZYLI.R.MEG.;0;7455
4401468979;83.65;56.30;50.36;32.7;39.8;SCHL.ZYLI.;0;7455
4401468980;83.65;56.30;50.36;32.7;39.8;SCHL.ZYLI.;0;7455
4401468986;94.90;63.87;57.13;32.7;39.8;HECKSCHLOSS;0;7455
4401469070;139.86;94.13;84.20;32.7;39.8;HECKSCHLOSS;0;7455
4401469301;76.60;51.55;46.11;32.7;39.8;SCHL.SCHL.CLIO LI;0;7455
4401469305;76.60;51.55;46.11;32.7;39.8;SCHL.ZYL.CLIO RE;0;7455
4401469306;101.93;68.60;61.36;32.7;39.8;HECKSCHL.CLIO;0;7455
4401469307;42.96;28.91;25.86;32.7;39.8;TANKDECKEL CLIO;0;7455
4401469308;42.96;28.91;25.86;32.7;39.8;TANKDECKEL CLIO;0;7455
4401469768;56.94;38.32;34.28;32.7;39.8;SCHL.ZYLI.;0;7455
4401469856;111.77;75.22;67.29;32.7;39.8;HECKSCHL.SCENIC;0;7455
4401469978;83.65;56.30;50.36;32.7;39.8;SCHL.ZYLI;0;7455
4401469991;101.93;68.60;61.36;32.7;39.8;HECKSCHLOSS;0;7455
4401470271;40.78;27.44;24.55;32.7;39.8;SCHL.ZYL.L.TWINGO;0;7455
4401470272;40.78;27.44;24.55;32.7;39.8;SCHL.ZYL.R.TWINGO;0;7455
4401470273;37.52;25.25;22.59;32.7;39.8;TANKDECKEL TWINGO;0;7455
4401470315;64.71;43.55;38.96;32.7;39.8;HECKSCHL.TWINGO;0;7455
4401470746;42.96;28.91;25.86;32.7;39.8;SCHL.ZYL.MIT NR;0;7455
4401470747;42.96;28.91;25.86;32.7;39.8;SCHL.ZYL.MIT NR;0;7455
4401470748;42.96;28.91;25.86;32.7;39.8;SCHL.ZYL. MIT NR;0;7455
4401470749;42.96;28.91;25.86;32.7;39.8;SCHL.ZYL.MIT NR;0;7455
4401470750;78.95;53.13;47.53;32.7;39.8;SCHL.ZYLI.M.NR.;0;7455
4401470946;57.10;38.43;34.37;32.7;39.8;SCHL.ZYL.MIT NR.;0;7455
4401470947;57.10;38.43;34.37;32.7;39.8;SCHL.ZYL.MIT NR.;0;7455
4401470948;57.10;38.43;34.37;32.7;39.8;SCHL.ZYL.MIT NR.;0;7455
4401470949;57.10;38.43;34.37;32.7;39.8;SCHL.ZYL.MIT NR.;0;7455
4401471222;70.15;47.21;42.23;32.7;39.8;SCHL.ZYL.CLIO LI;0;7455
4401471224;70.15;47.21;42.23;32.7;39.8;SCHL.ZYL CLIO RE;0;7455
4401471226;75.77;50.99;45.61;32.7;39.8;HECKSCHL.CLIO II;0;7455
4401471581;46.22;31.11;27.82;32.7;39.8;SCHL.ZYL.L TWINGO;0;7455
4401471582;46.22;31.11;27.82;32.7;39.8;SCHL.ZYL.R TWINGO;0;7455
4401471584;66.88;45.01;40.26;32.7;39.8;HECKSCHL.TWINGO;0;7455
4401471585;39.04;26.27;23.50;32.7;39.8;TANKDECKEL TWINGO;0;7455
4401471637;78.95;53.13;47.53;32.7;39.8;SCHL.ZYLI.M.NR.;0;7455
4401473340;99.49;66.96;59.89;32.7;39.8;TUERZYLI.LI  YL53;0;7455
4401473341;100.17;67.41;60.30;32.7;39.8;TUERZYLI.RE. YL53;0;7455
4401473342;100.17;67.41;60.30;32.7;39.8;HECKTUERZYLI.YL53;0;7455
4401473343;105.55;71.04;63.54;32.7;39.8;SCHIEBET.ZY. YL53;0;7455
440202631R;276.89;110.76;100.23;60;63.8;REP.SATZ     4A34;5670;7455
440207247R;264.95;105.98;95.91;60;63.8;BREMSENKIT   GA34;6000;7455
440207408R;264.95;105.98;95.91;60;63.8;BREMS.KIT    4A34;6090;7455
440260001R;77.31;48.40;43.99;37.4;43.1;FEDERNSATZ   QQ34;95;7455
440262676R;37.12;23.24;21.12;37.4;43.1;FEDERSATZ    DS34;160;7455
440263023R;69.01;43.20;39.27;37.4;43.1;FEDERN       GA34;100;7455
440263346R;44.54;27.88;25.34;37.4;43.1;SATZ FEDERN  OP34;100;7455
440263720R;59.20;37.06;33.68;37.4;43.1;REP.SATZ     DE34;47;7455
440266309R;91.15;57.06;51.86;37.4;43.1;REP.-SATZ    4A34;130;7455
440267575R;25.89;16.21;14.73;37.4;43.1;REP.-SATZ    CN34;40;7455
440268979R;69.01;43.20;39.27;37.4;43.1;REP.SATZ     GA34;100;7455
440269087R;46.04;28.82;26.20;37.4;43.1;FEDERSATZ    DQ34;140;7455
44038CY011;44.54;27.88;25.34;37.4;43.1;ANSCHLUSS    4A34;70;7455
44060CY025;151.65;52.02;45.19;65.7;70.2;REP.SATZ     QQ34;1000;7455
440600296R;78.77;27.88;24.10;64.6;69.4;BR.BELAEGE   7A34;1560;7455
440600498R;114.42;40.50;35.01;64.6;69.4;BREMSBELAEGE 7A34;1000;7455
440600623R;242.56;85.87;74.22;64.6;69.4;BR.BELAEGE   XX34;1400;7455
440600819R;114.42;40.50;35.01;64.6;69.4;BR.BELAG     NW34;100;7455
440601232R;122.32;43.30;37.43;64.6;69.4;BREMSBELAEGE DN35;1200;7455
440601689R;121.29;42.94;37.11;64.6;69.4;BREMSBELAEGE UA34;1075;7455
440601749R;151.65;52.02;45.19;65.7;70.2;BREMSBACKENS.HA34;1440;7455
440601843R;151.65;52.02;45.19;65.7;70.2;BR.BACKENSATZBA34;1410;7455
440601977R;192.89;66.16;57.48;65.7;70.2;BR.BELAEGE   CN34;1700;7455
440602361R;114.42;40.50;35.01;64.6;69.4;BR.BELAEGE   CN34;960;7455
440602466R;114.42;40.50;35.01;64.6;69.4;BREMSBELAE.  NU34;940;7455
440602619R;104.19;36.88;31.88;64.6;69.4;BR.BELAEGE   1A34;0;7455
440602638R;66.70;23.61;20.41;64.6;69.4;BR.BELAEGE   YM34;1300;7455
440602830R;114.42;40.50;35.01;64.6;69.4;BREMSBELAEGE JK34;880;7455
440603321R;115.20;40.78;35.25;64.6;69.4;BR.BELAEGE   YT34;1720;7455
440603457R;151.65;52.02;45.19;65.7;70.2;BREMSBACKEN  CN34;1900;7455
440603558R;114.42;40.50;35.01;64.6;69.4;BR.BELAEGE   FU34;1010;7455
440603961R;198.00;67.91;59.00;65.7;70.2;BREMSB.SATZ  4A34;1400;7455
440604267R;44.54;27.88;25.34;37.4;43.1;REP.SATZ     DQ34;70;7455
440604584R;151.65;52.02;45.19;65.7;70.2;BR.BACK.SATZ GA34;1600;7455
440604694R;114.42;40.50;35.01;64.6;69.4;BR.BELAGSATZ FU34;980;7455
440604876R;114.42;40.50;35.01;64.6;69.4;BR.BELAEGE   JA34;940;7455
440604970R;85.71;30.34;26.23;64.6;69.4;BREMSBELAEGE DO54;990;7455
440605238R;151.65;52.02;45.19;65.7;70.2;BREMSENKIT   4A34;2030;7455
440605358R;111.46;39.46;34.11;64.6;69.4;BREMSBELAEGE JK34;1140;7455
440605713R;114.42;40.50;35.01;64.6;69.4;BR.BELAEGE   FA34;985;7455
440605839R;114.42;40.50;35.01;64.6;69.4;BR.BELAEGE   IA34;985;7455
440605889R;119.00;42.13;36.41;64.6;69.4;BR.BELAEGE   RN34;980;7455
440606011R;115.20;40.78;35.25;64.6;69.4;BR.BELAEGE   YT34;1805;7455
440606086R;151.65;52.02;45.19;65.7;70.2;BREMSB.SATZ  DE34;910;7455
440606446R;130.84;46.32;40.04;64.6;69.4;BREMSBELAEGE 4A34;970;7455
440606659R;189.20;66.98;57.90;64.6;69.4;BREMSBELAEGE 3A34;1100;7455
440607091R;115.20;40.78;35.25;64.6;69.4;BR.BELAEGE H.YM34;1230;7455
440607437R;114.42;40.50;35.01;64.6;69.4;BREMSSCHEIBE;1530;7455
440607734R;121.31;42.94;37.12;64.6;69.4;BREMSBELAEGE 7A34;1150;7455
440607969R;192.74;68.23;58.98;64.6;69.4;BREMSBELAEGE YU33;2230;7455
440608061R;114.42;40.50;35.01;64.6;69.4;BREMSBELAG   FU34;1050;7455
440608235R;137.33;48.61;42.02;64.6;69.4;BR.BELAEGE   RN34;1030;7455
440609081R;151.65;52.02;45.19;65.7;70.2;BE.BACKESATZ AA32;2110;7455
440609415R;151.65;52.02;45.19;65.7;70.2;BR.BACK.SATZ DS34;1620;7455
440661332R;83.57;29.58;25.57;64.6;69.4;BR.BELAGSATZ IA34;960;7455
440830045R;14.61;9.15;8.31;37.4;43.1;KLAMMER      JK34;104;7455
440830207R;15.12;9.47;8.60;37.4;43.1;REP.SATZ     FP34;35;7455
440830830R;18.50;11.58;10.53;37.4;43.1;FEDERSATZ    GA32;15;7455
440831467R;15.12;9.47;8.60;37.4;43.1;BREMSFEDER   JA32;40;7455
440831986R;63.89;40.00;36.35;37.4;43.1;REP.SATZ     QN34;130;7455
440832032R;15.12;9.47;8.60;37.4;43.1;FEDERSATZ    XY34;40;7455
440832870R;62.18;38.92;35.38;37.4;43.1;BEF.KLAMMERN CN34;40;7455
440833410R;13.81;8.65;7.86;37.4;43.1;BEF.SATZ     FA34;25;7455
440834580R;79.65;49.86;45.32;37.4;43.1;BLECH        5A34;45;7455
440834627R;29.00;18.15;16.50;37.4;43.1;FEDERSATZ    FU34;30;7455
440835231R;31.89;19.96;18.15;37.4;43.1;KLAMMERSATZ  3A34;35;7455
440839581R;15.12;9.47;8.60;37.4;43.1;KLAMMERSATZ  XY34;20;7455
440839596R;15.12;9.47;8.60;37.4;43.1;BLECH        JA34;35;7455
44090EB360;20.00;12.52;11.38;37.4;43.1;FEDER        5Q34;70;7455
440907574R;16.66;10.43;9.48;37.4;43.1;FEDERSATZ    DO32;10;7455
44140JA01A;40.61;25.42;23.11;37.4;43.1;SCHRAUBE     QQ34;60;7455
441558663R;187.25;152.98;135.01;18.3;27.9;HALTER       JK33;490;7455
441658586R;187.25;152.98;135.01;18.3;27.9;HALTER       JK33;498;7455
44200CY001;44.54;27.88;25.34;37.4;43.1;REGLER       4A34;50;7455
44201CY001;44.54;27.88;25.34;37.4;43.1;VERBINDUNG   4A34;50;7455
442080523R;56.30;35.24;32.03;37.4;43.1;REP SATZ     7A34;210;7455
442082026R;120.01;75.13;68.29;37.4;43.1;NACHSTELLER  DQ34;230;7455
442082426R;42.72;26.74;24.31;37.4;43.1;NACHSTELLER  CN34;210;7455
442084044R;68.76;43.04;39.12;37.4;43.1;GESTAENGE    DE34;190;7455
442085679R;88.38;55.33;50.29;37.4;43.1;NACHSTELLER  GA34;200;7455
442086744R;69.01;43.20;39.27;37.4;43.1;VERSTELLUNG  DE34;85;7455
442088542R;69.01;43.20;39.27;37.4;43.1;VERSTELLUNG  DE34;85;7455
442089777R;91.15;57.06;51.86;37.4;43.1;NACHSTELLER  CJ34;230;7455
44214EB360;18.61;11.65;10.59;37.4;43.1;FEDER        5Q34;5;7455
462100018R;62.67;51.20;45.19;18.3;27.9;BREMSSCHLAUCHFA37;310;7455
462110005R;62.67;51.20;45.19;18.3;27.9;BREMSSCHLAUCHFA37;280;7455
474014699R;277.45;152.60;136.78;45;50.7;LEITUNG      7A37;100;7455
478400817R;50.84;41.54;36.66;18.3;27.9;HALTER       3A37;866;7455
478401352R;44.70;36.52;32.23;18.3;27.9;HALTER       4A31;504;7455
478403096R;233.96;191.15;168.69;18.3;27.9;HALTER       FA37;310;7455
478403423R;36.39;29.73;26.24;18.3;27.9;HALTER       4A37;250;7455
478406RF0A;73.00;59.64;52.63;18.3;27.9;HALTER       5K37;600;7455
478407136R;77.44;63.27;55.83;18.3;27.9;HALTER       DH37;590;7455
478407613R;70.42;57.53;50.77;18.3;27.9;HALTER       GA37;678;7455
479601367R;20.73;16.94;14.95;18.3;27.9;HALTER       DQ37;155;7455
479609969R;64.84;52.97;46.75;18.3;27.9;HALTER       FP37;70;7455
479610925R;20.43;16.69;14.73;18.3;27.9;SENSORHALTER JA33;60;7455
479612145R;64.84;52.97;46.75;18.3;27.9;HALTER       FA37;70;7455
479707820R;17.64;14.41;12.72;18.3;27.9;REP-SATZ     JA33;105;7455
484B21018R;37.88;30.95;27.31;18.3;27.9;ABDECKUNG    GA84;220;7455
484B28038R;57.42;46.91;41.40;18.3;27.9;HALTER       DO74;190;7455
484572905R;48.82;39.89;35.20;18.3;27.9;VERKLEIDUNG  JK84;215;7455
491207167R;49.16;40.16;35.44;18.3;27.9;HALTER       DQ36;200;7455
491209928R;39.38;32.17;28.39;18.3;27.9;HALTER       DQ36;535;7455
491299807R;79.33;64.81;57.20;18.3;27.9;HALTERSATZ   YL36;590;7455
497300112R;4.01;3.28;2.89;18.3;27.9;HALTER       7U62;13;7455
497305827R;2.39;1.95;1.72;18.3;27.9;KLAMMER      DQ62;93;7455
5001000878;49.85;19.94;15.85;60;68.2;FILTEREINS.  AA13;256;7455
5001834565;140.45;84.83;66.01;39.6;53;BLINKER      YM81;75;7455
5001847284;268.94;126.40;106.50;53;60.4;SPIEGELMOTOR YR56;205;7455
5001850694;72.76;53.33;52.46;26.7;27.9;SPIEGELGLAS  YC56;575;7455
5001864560;284.58;133.75;112.69;53;60.4;SPIEGELGEH.  YQ56;475;7455
5001864712;1399.50;503.82;445.04;64;68.2;BREMSENSATZ  YR34;29950;7455
5001865593;71.46;27.44;19.37;61.6;72.9;WISCHER 600  YR85;430;7455
5010260603;262.73;94.58;83.55;64;68.2;BR.SCHEIBE   YQ31;7480;7455
5010260604;247.98;89.27;78.86;64;68.2;BREMSSCHEIBE YM31;6600;7455
5010537288;829.92;678.04;598.37;18.3;27.9;HALTER       YQ34;470;7455
502705683R;17.56;14.35;12.66;18.3;27.9;HALTER       YM33;50;7455
510106837R;879.75;421.40;348.38;52.1;60.4;TRAVERSE     YT14;2400;7455
511101577R;73.00;59.64;52.63;18.3;27.9;HALTER       DQ41;1120;7455
511151823R;45.29;37.00;32.65;18.3;27.9;HALTER       DQ41;1124;7455
511347211R;77.30;63.15;55.73;18.3;27.9;HALTER       QQ41;2350;7455
521565789R;62.29;50.89;44.91;18.3;27.9;DICHTUNG     0E23;220;7455
540090001R;205.90;91.42;79.68;55.6;61.3;FEDER        UA31;2395;7455
540090008R;205.90;91.42;79.68;55.6;61.3;FEDER        UA31;2380;7455
540092392R;104.64;46.46;40.50;55.6;61.3;FEDER        7A32;1500;7455
540092826R;87.52;38.86;33.87;55.6;61.3;FEDER        DE31;1831;7455
540098381R;126.50;56.17;48.96;55.6;61.3;FEDER        D046;1670;7455
540099927R;104.64;46.46;40.50;55.6;61.3;FEDER        DO46;1840;7455
54010HV10A;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  5A31;2390;7455
54010HV30A;171.56;76.17;66.39;55.6;61.3;FEDER        5A31;2502;7455
54010HV60A;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  5A31;2614;7455
540100002R;205.90;91.42;79.68;55.6;61.3;VORDERFEDER  UP31;2200;7455
540100006R;205.90;91.42;79.68;55.6;61.3;FEDER        UA31;2335;7455
540100008R;197.91;87.87;76.59;55.6;61.3;VORDERFEDER  UP31;2580;7455
540100021R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FA31;2260;7455
540100022R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FA31;2145;7455
540100023R;171.56;76.17;66.39;55.6;61.3;FEDER        FA31;2220;7455
540100026R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FU31;2200;7455
540100027R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FU31;2455;7455
540100028R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FA31;2420;7455
540100029R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FU31;2380;7455
540100030R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FU31;2555;7455
540100031R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FU31;2610;7455
540100032R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FH31;2720;7455
540100033R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FU31;2820;7455
540100043R;171.56;76.17;66.39;55.6;61.3;FEDER        FS31;2100;7455
540100046R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FS31;2200;7455
540100049R;171.56;76.17;66.39;55.6;61.3;FEDER        FS31;2200;7455
540100051R;82.80;36.76;32.04;55.6;61.3;VORDERFEDER  FA31;2380;7455
540100052R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FH31;2220;7455
540100053R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FA31;2380;7455
540100054R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FA31;2500;7455
540100055R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FA31;2600;7455
540100059R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FH31;2380;7455
540100061R;205.90;91.42;79.68;55.6;61.3;VORDERFEDER  UH31;2680;7455
540100062R;205.90;91.42;79.68;55.6;61.3;FEDER        UA31;2855;7455
540100070R;205.90;91.42;79.68;55.6;61.3;VORDERFEDER  UA31;2730;7455
540100072R;205.90;91.42;79.68;55.6;61.3;FEDER        UA31;2755;7455
540100074R;205.90;91.42;79.68;55.6;61.3;FEDER        UA31;2970;7455
540100092R;257.39;114.28;99.61;55.6;61.3;VORDERFEDER  TT31;2780;7455
540100103R;137.29;60.96;53.13;55.6;61.3;FEDER        BW31;2000;7455
540100107R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  FA31;2655;7455
540100108R;171.56;76.17;66.39;55.6;61.3;FEDER        FA31;2470;7455
540100256R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  7U31;2290;7455
540100271R;171.56;76.17;66.39;55.6;61.3;FEDER        7A31;1820;7455
540100416R;137.50;61.05;53.21;55.6;61.3;FEDER        7P31;2350;7455
540100593R;145.84;64.75;56.44;55.6;61.3;VORDERFEDER  DK31;1500;7455
540100658R;131.27;58.28;50.80;55.6;61.3;FEDER        DK33;1360;7455
540100705R;171.56;76.17;66.39;55.6;61.3;FEDER        OO31;1760;7455
540100756R;20.79;9.23;8.05;55.6;61.3;SCHUTZHUELLE DE33;25;7455
540100773R;154.44;68.57;59.77;55.6;61.3;FEDER        IA31;1555;7455
540100781R;191.78;85.15;74.22;55.6;61.3;FEDER        YM31;3330;7455
540100792R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  7U31;2590;7455
540100834R;127.92;56.80;49.51;55.6;61.3;FEDER        DI31;1560;7455
540100864R;223.07;99.04;86.33;55.6;61.3;FEDER        YM31;3030;7455
540101014R;223.07;99.04;86.33;55.6;61.3;VORDERFEDER  YM31;3230;7455
540101015R;205.90;91.42;79.68;55.6;61.3;VORDERFEDER  TP31;2320;7455
540101024R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  RN31;2530;7455
540101101R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  4A31;2419;7455
540101110R;178.76;79.37;69.18;55.6;61.3;FEDER        YU32;4900;7455
540101168R;171.56;76.17;66.39;55.6;61.3;FEDER        JK31;2132;7455
540101175R;123.76;54.95;47.90;55.6;61.3;VORDERFEDER  2A31;0;7455
540101179R;154.44;68.57;59.77;55.6;61.3;VORDERFEDER  CJ31;1650;7455
540101181R;154.44;68.57;59.77;55.6;61.3;FEDER        CN31;1590;7455
540101261R;154.44;68.57;59.77;55.6;61.3;FEDER        IA31;1635;7455
540101362R;145.84;64.75;56.44;55.6;61.3;FEDER        DU31;1450;7455
540101405R;145.84;64.75;56.44;55.6;61.3;VORDERFEDER  DN31;1320;7455
540101474R;154.44;68.57;59.77;55.6;61.3;FEDER        4A31;1720;7455
540101582R;145.84;64.75;56.44;55.6;61.3;VORDERFEDER  DN31;4050;7455
540101623R;205.90;91.42;79.68;55.6;61.3;FEDER        4A31;2270;7455
540101627R;180.99;80.36;70.04;55.6;61.3;FEDER        4A31;1650;7455
540101633R;131.27;58.28;50.80;55.6;61.3;FEDER        DA31;1380;7455
540101761R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  JA31;2070;7455
540101780R;223.07;99.04;86.33;55.6;61.3;VORDERFEDER  YM31;2901;7455
540101829R;145.84;64.75;56.44;55.6;61.3;FEDER        DU31;1670;7455
540101908R;145.84;64.75;56.44;55.6;61.3;VORDERFEDER  DK31;1560;7455
540101921R;154.44;68.57;59.77;55.6;61.3;VORDERFEDER  2A31;1470;7455
540101922R;145.84;64.75;56.44;55.6;61.3;VORDERFEDER  DQ31;1940;7455
540101936R;154.44;68.57;59.77;55.6;61.3;FEDER        2A31;1560;7455
540101947R;158.30;70.29;61.26;55.6;61.3;VORDERFEDER  JA31;2780;7455
540101952R;145.84;64.75;56.44;55.6;61.3;FEDER        DQ31;2055;7455
540101957R;137.29;60.96;53.13;55.6;61.3;VORDERFEDER  4A31;1220;7455
540102057R;223.07;99.04;86.33;55.6;61.3;FEDER        YT31;3080;7455
540102181R;154.44;68.57;59.77;55.6;61.3;FEDER        CN31;1510;7455
540102362R;205.90;91.42;79.68;55.6;61.3;VORDERFEDER  QQ31;2230;7455
540102416R;154.44;68.57;59.77;55.6;61.3;FEDER        4A36;1510;7455
540102427R;133.95;59.47;51.84;55.6;61.3;FEDER        5K31;1970;7455
540102503R;171.56;76.17;66.39;55.6;61.3;FEDER        FA31;1850;7455
540102606R;154.44;68.57;59.77;55.6;61.3;VORDERFEDER  2A31;1520;7455
540102643R;95.05;42.20;36.78;55.6;61.3;FEDER        7A31;0;7455
540102651R;205.90;91.42;79.68;55.6;61.3;FEDER        QN31;1230;7455
540102721R;149.22;66.25;57.75;55.6;61.3;FEDER        IH31;1745;7455
540102754R;171.56;76.17;66.39;55.6;61.3;VORDERFEDER  7C31;1633;7455
540102764R;142.97;63.48;55.33;55.6;61.3;FEDER        7C31;1762;7455
540102779R;123.74;54.94;47.89;55.6;61.3;FEDER        GA32;1300;7455
540102787R;137.29;60.96;53.13;55.6;61.3;FEDER        4A31;950;7455
540102837R;165.76;73.60;64.15;55.6;61.3;FEDER        7E**;2100;7455
540102865R;205.90;91.42;79.68;55.6;61.3;FEDER        QA31;2650;7455
540102933R;137.50;61.05;53.21;55.6;61.3;FEDER        7E31;2130;7455
540103027R;171.56;76.17;66.39;55.6;61.3;FEDER        UA**;1930;7455
540103047R;142.97;63.48;55.33;55.6;61.3;FEDER        7C31;1747;7455
540103105R;154.44;68.57;59.77;55.6;61.3;FEDER        CN31;1770;7455
540103129R;171.56;76.17;66.39;55.6;61.3;FEDER        7A31;2038;7455
540103214R;132.76;58.95;51.38;55.6;61.3;VORDERFEDER  GA31;1456;7455
